id,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17,ID18,ID19,ID20,ID21,ID22,ID23,ID24,ID25,ID26,ID27,ID28,ID29,ID30,ID31,ID32,ID33,ID34,ID35,ID36,ID37,ID38,ID39,ID40,ID41,ID42,ID43,ID44,ID45,ID46,ID47,ID48,ID49,ID50,ID51,ID52,ID53,ID54,ID55,ID56,ID57,ID58,ID59,ID60,ID61,ID62,ID63,ID64,ID65,ID66,ID67,ID68,ID69,ID70,ID71,ID72,ID73,ID74,ID75,ID76,ID77,ID78,ID79,ID80,ID81,ID82,ID83,ID84,ID85,ID86,ID87,ID88,ID89,ID90
P21,3.20492966,2.77834409,2.14399244,1.49784738,2.55178102,2.53243387,3.55941946,2.5675274,1.76477698,2.6152448,3.73940219,2.02831057,1.98722311,2.7532569,-0.05828076,1.67758566,2.57294996,2.73208977,0.02054783,2.30630503,1.51452441,2.58100737,0.91989495,1.40164053,2.224027,1.57369344,0.83647786,1.75000231,1.60285303,2.34009595,2.07990963,1.69653676,2.7918035,2.18074457,2.24447993,2.20847613,3.27803316,1.48777805,4.3993277,2.09631271,1.66900514,2.26862518,2.72772146,2.53998135,1.18755071,2.99744623,3.19457227,1.79584898,1.53399587,2.37973775,2.16318317,2.73675486,2.48882524,2.1355814,1.57864895,2.92821097,1.57850521,2.67763974,1.96911139,-0.17983533,2.64036533,0.24994237,1.54309972,1.30427331,0.37049503,2.85113903,1.65922391,2.63983758,1.12099405,0.81836554,2.00225642,0.92902501,2.25721255,1.30564228,1.00414902,1.19992995,2.57611124,2.14454933,2.30539938,2.77094021,2.77770638,1.52937273,3.13505759,4.58712183,2.05573371,1.92478259,1.82757855,1.59793815,0.37034318,1.15744182
P22,2.68880201,1.9336788,1.26376314,1.22670839,2.03369259,2.43651855,2.8826005,1.64321378,1.44929166,1.78422028,3.54011381,2.13742573,1.61838693,2.4289388,-0.37277754,1.65180162,2.6445769,2.29726418,-0.27018366,1.97545644,1.42624396,2.02860586,1.24175949,1.43690446,0.97625008,1.28842034,0.89021499,1.96161509,1.63708208,2.33719741,2.06347067,1.65977545,2.09581463,1.66577512,2.0948004,1.99170151,2.73276558,1.96310924,2.24814674,1.85100516,1.56737791,2.65029198,2.18313664,1.75424397,0.62722098,2.42464052,2.27141434,1.17527193,1.316442,2.36913574,1.81950912,2.00993714,1.43909818,1.54100869,1.09429892,2.36957594,1.52885836,1.57663908,1.99681289,-0.70658098,2.14738801,0.20268225,1.29307944,0.98735237,0.2158861,2.99776865,1.56822463,2.0002461,0.57329802,0.43771517,1.65701524,0.76622669,1.48069637,1.6665464,1.34095752,0.23754426,2.36333699,1.696927,2.53092179,1.99806387,1.90972149,1.38768589,2.55634721,3.85486086,1.82432596,1.83157643,1.90752006,1.08742568,-0.07438784,0.82532939
P23,3.28390419,2.58811313,2.00995038,1.66130613,2.68037168,2.69435091,3.65723665,2.36984879,2.0190573,2.42441756,3.7288989,2.27745123,2.33451243,2.78773449,0.38636053,2.03974444,2.80864053,2.87751793,0.1515199,2.55951158,1.79522622,2.77152716,1.248036,1.62081494,1.99728117,1.79415527,1.29464873,1.91825707,2.37835711,2.7612695,2.16985157,1.94538908,2.77474734,2.09726795,2.5311294,2.3928128,3.59502613,2.54672385,2.40780897,2.40928201,2.04494514,2.4318862,2.59340313,2.49419736,1.24851346,2.74883216,2.58034868,1.73174621,1.82731405,2.84450267,2.0096842,2.55645546,2.07189521,2.22692423,1.7669547,3.13973635,1.96989443,2.32881922,2.83381306,0.01398823,2.89148657,0.77597942,1.88138697,1.2112311,0.75785935,2.75531515,1.76672643,2.59009393,0.61737939,1.03388208,2.1924637,0.9572256,2.4480737,1.66218813,1.64568201,0.99184218,2.67179735,2.28480747,2.42998817,2.72085983,2.86461471,2.07698692,3.35940833,4.65909722,2.00175019,1.6662568,2.2482314,1.5563114,0.7379605,1.18913397
P24,2.6156012,1.9849623,1.7127132,1.7674902,2.1862857,2.6436802,3.6981591,1.7653705,2.0258389,2.1384166,4.0165399,2.3771148,2.0358403,2.5431127,0.5133102,2.2294518,3.0273568,2.6416385,0.4817026,2.9620223,2.3931831,2.8099589,1.2506056,2.3406043,1.488195,1.8816182,1.2701365,2.2601788,2.6862975,3.0545755,2.3346372,2.0357766,3.1419301,2.2453655,2.4345842,2.9651265,3.3299061,2.8340906,2.5047302,2.4184139,2.4790182,3.2978429,2.6222796,2.2490879,1.0581732,2.2304517,1.8992693,1.017273,1.4815864,2.3891987,2.2974455,2.8640617,1.5363137,1.7387475,1.4099124,2.7532361,1.9102495,2.1299166,2.9208753,0.1030743,2.8811366,1.216964,2.0873897,1.8458922,1.0458495,3.1988123,2.4953146,2.2825392,0.7028631,1.0023311,2.0270369,1.3648617,2.4813407,2.296266,2.194276,0.7092613,2.7657542,2.4709935,2.642125,2.551201,2.7434697,2.0769844,3.3530961,4.6288093,2.5704678,2.4672427,2.501836,1.5369053,0.5511048,1.1499722
P25,5.5661429,3.9389608,3.2936386,5.0440579,4.2006553,5.4429074,5.3750312,4.316927,3.740386,4.7842956,6.2680986,5.7500968,4.4044608,5.2844649,3.1986314,5.0646501,4.240966,5.0508738,2.9080711,4.9190017,4.8665843,4.3240154,4.2961878,2.6873799,4.6459818,4.0880786,1.3607301,4.0586899,4.1529762,5.1856648,4.2638454,4.2803162,3.2163757,4.7770543,2.8258415,4.6009175,5.0243746,4.974769,2.4145566,2.9765257,4.8671139,3.716566,3.3777928,3.1344121,3.2284657,4.9210903,3.4027097,4.0281682,2.8643663,5.6600226,3.4541968,4.1052106,5.2314379,2.9738035,3.3186512,5.6493649,2.6679179,5.6779736,5.0078691,0.2430613,5.4740046,2.0685808,4.5488449,2.7885601,2.1117401,3.7882641,4.2788149,4.3661872,4.0042658,3.1844174,4.3626993,1.5216563,4.3670717,4.5566971,3.151197,2.1269361,4.3966353,4.1482918,5.4343991,4.3831037,3.6321321,5.2665577,5.8106424,4.0729164,4.9627262,2.757552,2.1240142,3.3831367,2.0038282,1.4477143
P26,4.8722582,3.3845394,2.6008127,3.769372,3.322885,3.7097048,4.1986182,3.113323,3.1166026,3.9420702,5.8872515,4.1087809,3.4563881,4.3156696,2.4388003,4.5034138,3.7976987,4.0822629,2.467357,3.7894438,3.7586988,3.510133,3.419836,2.7587072,3.6624156,2.4005135,1.2822513,3.3913302,3.688926,4.5406073,3.555891,3.5720922,3.3357515,3.8664657,3.6117351,3.7610125,4.417835,4.2933666,2.5961138,2.9099951,3.9916361,2.8152831,3.798415,2.8311061,2.5219043,3.8989144,2.7970258,2.8308432,2.3657539,4.1963187,2.6828981,3.1512288,4.2324313,2.5013815,2.8811554,4.4506289,2.6723245,4.3239121,3.9141787,0.3182731,4.610312,1.7494553,2.9304246,2.2839037,1.7708566,2.8796679,3.2018331,3.1617178,2.8451898,2.142971,3.1067002,1.6217898,3.508021,3.6720273,2.7526966,1.7191295,3.9796857,3.1731024,4.5799981,3.6980594,3.0578311,3.962396,4.717953,3.751382,4.3799931,2.31578,2.1132458,2.9152353,1.3428603,1.4531947
P27,3.3795191,2.2631507,1.6441743,2.283039,2.4117806,2.3974636,3.485841,1.8023107,2.1121963,2.5905346,4.9826571,2.846962,2.6696598,3.1126186,-0.1069798,2.4974029,2.8942009,2.5640565,0.23862,2.6374471,2.7462558,2.4418327,1.5859427,2.3428187,1.5963333,1.8235966,1.1321701,2.6434036,2.5876296,3.1511001,1.8329249,2.5671146,2.877322,2.7178235,2.9257556,2.4660688,3.1502086,2.7635917,1.9853003,2.1122945,2.4442985,3.1732796,3.1955361,1.9239099,0.8309279,2.5700522,2.2416176,1.4330364,1.848776,2.8695835,2.1535859,2.5111983,1.9899576,1.8127375,1.5748199,2.978378,2.2537854,2.4650314,2.3404851,-0.4594323,2.6672166,0.9161926,1.529419,0.6246179,0.9121626,1.8300639,1.8707874,1.5566092,0.8486519,0.7445896,1.7392175,1.293081,1.9061298,2.1819479,1.6936395,0.6075288,3.0200254,2.2737347,2.5666692,2.4102111,2.2573908,2.0484375,2.8399551,3.3588902,2.9681902,1.6529974,1.3748646,1.4680939,0.197148,0.9574553
P28,3.25858574,2.68654188,1.81707286,1.75381982,2.62024318,2.8566657,3.40064602,1.71206275,1.84604244,2.34217651,3.80553471,2.09815237,2.40372448,2.67088601,-0.70673161,1.77251064,2.59345376,2.19076649,-0.37711629,1.84963644,1.99282719,1.88905696,1.12079642,1.6634084,1.41351785,1.48337283,0.87927203,1.94793063,1.73514137,1.76856754,1.36027062,1.66386983,2.50609742,1.82169248,2.02810595,1.82256959,2.40661658,2.35613749,1.89359072,1.46947186,1.58997914,2.49164776,2.78057202,1.96662472,0.71548395,2.98864207,2.5684566,1.86603077,1.77063528,2.85129627,2.10247319,2.6836241,1.89541559,2.13495751,1.63884558,3.06833847,1.90175835,2.51207724,1.81512279,-0.88892441,1.96081884,-0.12445496,1.14989291,0.15046796,0.6399956,1.65262111,1.94390817,1.53422746,0.06698625,0.12352876,1.96124724,0.84937655,1.5375281,1.27761053,0.96225795,0.45044048,2.29046554,1.7820702,1.57636652,1.97093318,1.86494813,1.18653531,2.54923612,3.37298882,2.16373421,1.44714246,1.44604527,1.20257686,-0.18427189,0.75903255
P29,2.42999353,1.783958,0.82455435,1.30961728,2.00158423,1.56947845,2.87034521,1.07652195,1.21670218,1.51676791,3.7403311,2.15824437,2.22594882,2.49097875,-0.73998666,1.63351944,2.37163189,1.79310254,-0.38363431,1.91857432,2.01684239,1.7737912,0.90572793,2.01802035,1.1587561,1.36341099,0.75149395,1.9581375,1.85177589,2.26730415,1.39533003,1.88303539,2.74300112,2.03229351,2.34208424,2.03568974,2.46565212,2.21451642,1.74294908,1.91695485,2.05352085,2.8462324,2.99047965,1.74226885,0.77018994,2.07483354,1.71989512,0.90916866,1.22973814,1.66159142,1.54320599,1.71818396,0.81676588,1.07330361,0.67060006,2.03872417,1.44808899,1.98651453,2.05348591,-0.85964023,1.78161724,-0.20104165,1.14353319,0.26441351,0.33527069,1.77656847,1.61314786,1.32227935,0.12633385,0.05770728,1.29529057,0.89654809,1.33404596,1.59345108,1.21653962,0.1568746,2.43822963,1.90075153,1.8245808,2.03504015,1.80356735,1.38220022,2.70916797,3.85904517,2.3621627,1.90689039,1.09705509,1.22602131,-0.04790387,0.76834896
P30,3.3040822,2.3307131,1.7731869,2.1251333,2.4861753,2.1864802,3.6615542,1.9175878,2.0651949,2.5650886,4.6500926,2.7425922,2.736669,3.0594636,-0.3853894,2.1852806,2.899618,2.4500943,0.1493831,2.3739083,2.4296676,2.6458262,1.5623253,2.4373229,1.1010507,1.6733596,1.2147756,2.7710517,2.6531252,3.128697,1.9686497,2.6647023,3.1709755,2.7561219,3.0405801,2.6028704,2.7729073,2.7235059,2.2620727,2.3897305,2.601125,3.0462584,3.4221777,2.1745717,0.9485849,2.5938664,2.3087232,1.4518825,2.0576072,2.58522,2.2265293,2.6073295,1.6359355,1.9964232,1.4135299,2.8431253,2.2709454,2.2020734,2.3849779,-0.3763314,2.2496135,0.8402944,1.5153586,0.7859901,0.8976937,2.4482119,1.8422714,1.6077005,0.6993634,0.6917137,1.673804,1.4389765,1.7420998,2.1183731,1.6899903,0.6493662,2.9878355,2.2152005,2.3996082,2.3127416,2.2599025,1.7228307,2.959355,3.7517551,2.8091767,2.0496719,1.4600899,1.530787,0.3268055,0.9875058
P31,1.615698762,0.805007336,0.193654107,0.539873803,1.317304423,0.926636496,1.873380514,0.725476885,0.94958445,0.896314697,2.596821726,1.81385432,1.070006907,1.553794833,-1.519847594,0.564365322,1.107550791,0.673285966,-1.41471973,0.800251518,0.699893756,0.138439439,-0.489023902,0.941181714,-0.701881256,0.030178668,-0.67077117,0.539301383,0.713083771,0.887844774,0.185994163,0.955016574,0.983451456,1.169713696,1.365465611,1.055003084,1.665626117,0.818477068,0.669647653,0.375170494,0.599604613,2.31145964,1.978413024,0.838617745,-0.07262713,1.282724971,1.008793914,0.159669502,0.542646945,1.418966075,0.65214252,1.132575159,0.766385186,0.505268657,0.171055624,1.597362611,0.700974304,1.047757897,0.85060579,-1.623761698,0.483012707,-0.90997274,-0.10386811,-0.989537579,-0.586782512,0.649752615,0.005101243,-0.352259882,-1.177869987,-1.258711626,-0.052622193,-0.44746601,0.14839229,0.094936153,-0.06329804,-0.798587735,1.457182907,0.493441573,0.845696017,0.945062889,0.601809159,0.294127655,0.865581783,2.220814242,1.474693444,-0.027041463,0.454318062,0.401273816,-1.150771553,0.277617732
P32,2.9257639,2.2359827,1.4595451,1.5626511,2.2826951,1.6921929,3.3241549,1.7076563,1.7140917,1.93669,3.770162,1.8503767,2.1632498,2.5161732,0.52746,2.203203,2.6805597,3.027754,0.6528019,2.9572496,2.6978995,3.231761,1.3767195,2.0052257,1.8344516,2.0405641,1.4758185,2.7362718,2.5782817,3.0701069,2.2828814,2.640374,3.8263325,2.7082796,2.9720586,2.2159356,3.3339158,2.637748,2.3123436,2.5037167,2.7983376,2.8606308,2.7550264,2.117596,0.886033,2.626308,2.2803162,1.1878429,1.4800644,2.2557266,1.714857,2.0432717,1.5442794,1.6075583,0.8855214,2.5281565,1.6977835,2.218347,2.22667,0.4500529,2.3854755,0.8742724,2.2160508,2.0436267,1.5555503,2.7346811,2.1869502,2.3080026,0.8480552,1.014063,2.155403,1.3576675,2.822516,2.0713806,1.9640492,1.797123,3.2998497,2.9999689,3.0850633,2.9502782,2.7839944,2.1418073,3.3145387,4.1670933,2.8105443,2.0519691,2.3465886,1.3441959,0.2142799,1.1513286
P33,2.7392577,2.208693,1.454708,1.5621914,2.7809238,2.600693,4.2078362,2.232754,1.8465902,2.5591019,4.0931255,1.8560759,2.8253411,3.0682103,0.424209,2.3348788,2.6990196,3.2842131,0.4048455,2.7795524,2.1997542,3.2846123,1.4093375,1.6610277,2.2930581,2.2414946,1.5293104,2.7504042,2.4736022,2.8867493,2.4919466,2.3596473,3.5162118,2.6457443,2.7401021,2.5952998,3.9257411,2.7000069,2.5833284,2.7566171,2.743851,1.9261959,2.8260706,2.2610913,1.1831945,2.4911003,2.2536475,1.5091119,1.6406164,2.7263888,2.4202244,3.2803891,2.4618077,2.2157442,1.5698215,3.2218848,2.1486889,3.1068163,2.6312414,0.210645,2.7383086,0.8244271,2.1676276,1.5027627,1.2978225,2.9456577,2.4866959,2.8121219,0.896509,1.2953002,2.4465845,1.4580536,3.028528,2.1356022,1.9893985,1.4974101,3.3579276,3.0351301,3.1710494,3.1231428,3.3677467,2.1529832,3.717575,4.5209494,2.7901265,2.3284495,1.8363132,1.3907539,0.3642212,1.1471772
P34,3.8957244,2.7420024,2.237279,2.6398709,2.5291738,2.0816516,3.6191964,2.2552938,2.4922799,2.8994739,5.1103121,2.273391,2.8360759,3.3420591,0.8873422,2.7048262,3.1842384,3.2228309,1.1562712,2.8727935,2.681855,3.8094705,2.2289171,2.8125491,1.9005569,2.363043,1.7171217,3.6813537,3.3578378,4.1300254,2.5926112,3.4381784,3.9611157,3.7510767,4.0375489,3.6924752,3.5912279,3.0515247,2.6722063,2.9568168,3.1591794,2.5127941,4.1176701,2.6725063,1.4108001,2.9281566,2.7036473,1.7378343,2.2843882,3.1932203,2.4254039,2.7874776,1.9817406,2.4373412,1.7462211,3.2265587,2.4393032,2.264072,2.782455,0.8009938,2.763607,1.6517426,2.3045949,1.6540268,1.4775427,2.7385007,2.2854871,2.2242043,1.4720995,1.5942532,2.1581273,2.1392503,2.7362885,2.9512626,2.5912821,1.5060432,3.6805031,3.2511796,3.5711096,3.4754597,3.2152929,2.4272086,3.2117026,3.9927622,3.3492295,2.3432803,2.581324,1.9480337,0.6997026,1.5402405
P35,3.4918193,2.34069,1.7965209,2.237056,2.3045903,2.4022866,4.0503995,2.1487198,2.1500005,2.644681,5.118012,2.5461032,2.7443995,3.2220365,0.5036886,2.8438893,3.2382738,3.3699242,0.557778,2.9556994,2.4542071,3.6605274,2.0062445,2.5328896,2.0320794,2.6023699,1.8821891,3.6770817,3.0954767,3.9518233,2.2898657,3.3145451,3.5321113,3.4153719,3.7142544,3.2901565,3.313946,3.1542889,2.8565423,3.061145,3.0632845,2.2674241,3.67232,2.2806987,1.0448061,2.9382755,2.2937002,1.4485934,1.9295774,3.0610072,2.4939714,2.8850513,1.6776873,2.125849,1.4837309,2.8225212,2.3176058,2.2394089,2.7121155,0.2676741,2.6092361,1.5909915,2.2513462,1.3441073,1.6466518,2.7313186,2.3209488,2.5918174,1.4468146,1.5981279,2.4031759,2.0281595,2.6241286,2.7009517,2.7722421,1.3737027,3.7102981,3.0851511,3.4562206,3.2766007,2.9746388,2.2639056,3.3110034,4.2068484,3.1745485,2.4840453,2.1303828,1.503135,0.4204665,1.1107027
P36,3.4417305,2.3292905,1.8019947,2.2018237,2.4706688,2.2321226,3.9178959,1.9835041,2.0936679,2.5230396,5.0606059,2.4702792,2.6244048,3.0713219,0.3176433,2.540686,3.2055582,3.0953528,0.4726689,2.9084848,2.5562212,3.5477065,1.987482,2.5813705,1.9813558,2.4150618,1.9576474,4.0962738,3.0503696,3.8179104,2.0762018,3.2137566,3.4235025,3.2350036,3.5787706,3.1171565,3.4132954,2.8323364,2.8427122,2.9961979,3.0387572,2.2867987,3.6574504,2.3604827,0.9053045,2.7761316,2.2719415,1.3839462,1.9326235,2.7861189,2.1823571,2.6786935,1.5200459,2.0723657,1.545096,2.8343523,2.2635792,2.1285235,2.6634115,0.3169667,2.6122407,1.4844578,2.2406742,1.2663833,1.5537356,2.5085202,2.4696598,2.6888266,1.8667836,1.652186,2.3414389,1.9127073,2.6345254,2.5330557,2.2770471,0.9762923,3.5218983,2.8711332,3.2726913,3.1624063,3.0418312,2.1846656,3.2746321,4.1367825,3.0498868,2.4630148,1.954394,1.3768645,0.2072179,1.0420429
P37,3.1576182,2.0924832,1.4631081,1.9473882,2.0527768,1.7759626,3.2359903,1.8811526,1.6788767,2.588358,4.5532163,1.7821813,2.2995752,2.7740268,0.6016194,2.4742167,3.0541484,3.003775,0.4131209,2.6885257,2.1505474,3.5467589,1.6963796,2.277252,2.7147406,2.2950298,1.9298657,3.4070368,2.7266917,3.2685182,1.9293444,2.7128798,3.4282001,3.098626,3.3347211,2.8602749,3.8562503,3.0927499,2.8134306,3.0164729,2.8687513,2.0332057,3.5014357,2.3337812,0.9382914,2.5838319,2.0658315,1.1275008,1.6371543,2.2205949,1.6280476,2.1616182,1.3003581,1.7319105,1.0436526,2.5577067,1.8734141,1.9661715,2.40304,0.299114,2.6077259,1.1299654,2.2437486,1.4146315,1.0290611,2.6681053,2.4329487,2.3809783,1.2716581,1.3357878,1.7913404,1.7417763,2.8765085,2.0687481,2.6239006,0.8253172,3.3820762,2.8115641,3.3936977,3.1662893,3.5677482,2.3549636,3.3373004,4.2863706,2.8813483,2.5085414,1.8607566,1.4266291,0.7599941,1.1611138
P38,2.91098791,1.89893492,1.42389695,2.07397056,2.06422476,1.80176548,3.38241138,1.36520688,1.93321277,2.16897286,4.72789399,2.35827652,2.49853617,3.16078384,-0.3460643,1.81832358,2.69054621,2.47535417,0.16558287,2.33970341,2.17410442,3.15490881,1.26199136,2.5237022,0.90267463,1.58119745,1.38177964,2.4773914,2.30257856,3.74490153,1.36698645,2.3252083,3.0333387,2.50570153,2.57957076,2.36776188,2.52089763,2.18223216,1.94122569,2.08921902,2.33220028,2.53423547,3.35303826,2.13770051,0.5558424,2.16789826,1.89693402,1.32387114,1.77287899,2.51049386,2.09780091,2.62816553,0.89402731,1.97048126,1.19324358,2.80162389,2.12465291,2.09761114,1.51422432,-0.53138373,2.055361,1.05994191,1.37660167,0.42560822,0.75133096,1.70768773,1.4536529,1.26327674,0.55648204,0.89541709,1.32768469,0.94514424,1.45962262,1.97812872,1.37222185,0.41441422,2.67705029,2.04837189,2.07115045,2.0676073,1.88898171,1.46377732,2.30948813,2.62444748,2.16984433,1.37476991,1.28666008,1.56260974,-0.04680634,1.31142727
P39,3.12006521,1.71130809,1.1013242,1.459255,1.63407053,1.56719688,2.98229661,1.12819248,1.37121189,2.448167,4.29957637,2.01795788,1.94525896,2.59965698,-0.56607591,1.54256786,2.30013673,1.78175365,-0.22308394,1.87571599,1.76209221,1.79485213,0.70972621,1.84925688,0.21713102,1.08750738,0.4622724,2.08612668,1.88959218,2.54558921,1.08475447,2.04262851,1.91717002,1.96890857,2.2347638,1.86973294,2.17750507,1.76918594,1.25002081,1.49003371,1.86879352,2.66263007,2.81380126,1.62220646,0.47976913,2.20149699,1.7216225,0.75525904,1.34854035,2.24506005,1.64538654,2.00677684,0.95619598,1.17846637,0.76417507,2.01236685,1.80686026,1.66875441,1.10363746,-0.7811482,1.47967665,0.32775851,1.06781379,0.6996596,0.38300121,1.16166929,1.02862836,0.71518792,0.07995016,0.03268285,1.02727032,0.72844817,0.97043115,1.24590972,1.00075047,-0.01334617,2.44891074,1.44066924,1.57865939,1.61431638,1.42753223,1.05306435,1.80491294,2.7051367,1.90516008,0.85499786,1.03231756,1.15524542,-0.39213622,0.94094469
P40,3.3474605,1.98080062,1.3536451,2.01441972,1.66799636,1.29445782,2.75885216,0.95694341,1.46638861,3.92066419,4.1938437,2.10036986,1.90186907,2.47949578,-0.22886152,1.58530728,2.39590681,1.7659598,0.17011244,1.97923083,1.61843074,2.01326387,0.64014034,2.39029232,0.52754621,1.85447195,0.50103615,1.68779927,2.05828517,2.76494126,1.1274137,2.40770059,3.02926839,2.33973487,2.87870651,2.51253232,2.55710689,1.99486441,1.61095639,1.97529993,2.28858899,3.20187659,3.98819414,2.50021149,1.14784346,2.15967651,2.07774553,1.00123608,1.43719891,1.96703004,1.29201109,1.7216016,0.79352899,1.41324991,0.66963151,2.44596161,1.89333552,1.66030836,1.2317136,-0.56709122,1.52374241,0.26936884,1.28277598,0.59118467,0.19033749,1.05423985,1.47822956,0.94101137,0.0357376,0.01689522,0.83823573,0.57894277,1.15106714,1.38385334,1.22376052,0.20373296,2.84231549,1.80893609,2.20001662,2.31414042,1.90030236,1.55470135,2.24276274,3.13091296,1.9969762,1.28689753,1.4719273,1.89601883,0.329988,1.54455627
